,L_T0_A,L_T0_B,L_T0_C,L_T2_A,L_T2_B,L_T2_C,L_T4_A,L_T4_B,L_T4_C,L_T8_A,L_T8_B,L_T8_C,D_T0_A,D_T0_B,D_T0_C,D_T2_A,D_T2_B,D_T2_C,D_T4_A,D_T4_B,D_T4_C,D_T8_A,D_T8_B,D_T8_C
SAMTRI,428.654022,463.3304773,463.6996468,436.069465,423.0473034,405.5377584,485.4462081,490.0123262,406.3821857,459.4606226,440.2866114,492.0577159,367.7219319,397.1782675,385.8637248,458.8054085,450.2869031,501.3332484,435.0029837,493.5983506,475.0215715,509.6314239,450.6900263,507.4860828
EPXQR,127.1940673,133.1873323,129.3087825,149.7104845,131.3935154,101.1264639,92.86797024,130.6699536,104.8038268,88.78466137,80.1443371,94.71022408,127.7563329,154.1789055,158.9674511,162.884448,175.6377213,156.8189902,125.4062656,113.8318264,133.0765442,80.25691715,123.1153243,109.9916188
URACIL-PRIBOSYLTRANS-RXN,302.4614828,310.7704421,273.4427757,694.2949315,797.3197412,612.9501998,641.6332489,756.0190175,626.6841074,474.9979383,466.6632287,342.9163286,214.2791404,256.4062233,206.5876567,684.7969201,619.0368706,598.8372837,554.9227251,560.3273523,529.6622718,490.9048099,414.4149754,414.9188789
ZCARDS,514.7854377,535.1709172,457.1106642,644.0565139,724.6551456,664.5453344,571.9822712,553.013911,570.0044867,652.5672611,573.1841831,545.4002559,314.3211366,337.6853202,331.2405478,514.2372887,507.1108717,526.5217908,532.9766287,526.9628514,501.46062,965.7582364,701.3176507,659.9497129
GDPMANDEHYDRA-RXN,165.2521347,192.1126369,195.198608,228.082416,382.2356812,409.6653692,216.3401579,296.3407877,307.9949197,217.5224204,230.2881585,234.054002,173.045615,149.9892613,201.6855767,222.580319,223.8519977,242.1350211,254.7314769,277.710404,265.2717867,227.3945986,203.3601338,206.9149265
1.1.1.271-RXN,109.1665617,113.8146294,79.89141339,162.7724731,189.1270297,173.3596525,138.2466375,170.3376181,159.3445938,153.1535409,155.2162478,126.2802988,64.21614619,72.06187975,60.22555415,134.7421088,98.1504913,114.5672415,126.9738439,119.7196795,134.8391474,109.6844534,171.4820588,156.8197337
NADPYROPHOSPHAT-RXN,181.2765841,182.4262855,144.1339932,199.9489021,178.1775701,201.2210252,186.7912583,138.8368257,144.3726186,319.6247809,244.4909524,251.4719743,243.3453961,254.7303656,259.8102394,195.290778,201.4667979,248.6352901,220.2447539,195.2804608,197.4115622,466.8277348,394.628584,294.0370008
CDPGLC46DH,249.3804941,199.3774005,238.8506173,271.2874552,250.8421658,228.0504952,240.6124683,282.3404356,285.5369568,148.7143078,198.8391148,272.1558163,231.8540857,235.4580024,252.807268,216.6107319,284.1198432,221.8216804,361.3268027,333.6450084,334.0133128,123.0606063,172.5813028,234.1405747
AACPS6,1097.674785,1115.544808,1124.245147,3526.736917,3662.096539,3716.913501,5149.951077,4453.278688,4331.178558,4859.850402,2707.661212,2804.293532,2547.691105,1795.681492,1689.116705,3422.279004,2598.405112,2876.369043,2760.505421,2680.935773,2504.659195,5349.123528,3573.642135,2332.69354
ALDR18,1585.418965,1542.551467,1452.870652,2239.628658,2624.884092,2095.79437,2085.308059,2163.054411,1875.774615,1335.099345,1383.757922,1086.446019,1121.4167,1106.90399,1167.395334,3229.546621,3202.805506,2754.488998,2333.340329,2351.216,2453.543702,1748.263179,1519.155162,1354.748255
ALDDC17,3659.583637,3939.923449,3689.830227,5872.87102,6164.545764,5422.648653,5022.257618,4844.121853,4524.744809,4540.225621,4157.360677,3564.152571,2504.429701,2658.748191,2565.888725,6878.669935,6504.622472,7164.108997,5392.469419,5024.301302,5303.673131,5704.929194,4936.704654,4643.60656
ALCD19,1919.9293464000002,1754.036807,2177.658732,1734.2301759000002,1584.6854282,1579.8430233,1541.8193695,1617.0406764,1757.0682395,1784.5716935,1916.3626939,2443.9592306,2607.8514947,2605.120746,2624.7136855999997,1813.0488819,2069.7700099,2097.1492935,2039.4193940999999,1916.4961804999998,1937.9822556,1623.8649566,1834.6381798,1861.1453119999999
THZT,1744.661931,1710.448226,1620.066084,1155.483605,989.4329872,1001.977515,1218.892109,1123.528262,1065.149097,1511.55886,1363.468216,1408.678505,1637.173748,1669.992167,1694.719082,1233.998933,1319.004848,1408.120777,1330.090204,1206.028574,1141.285594,1516.855734,1492.773307,1591.066882
PHYPQOX,958.462381,1025.138861,999.0544788,1271.031966,1335.834073,1393.068636,1244.219738,1384.868169,1233.049105,1406.127074,1259.990718,1292.195816,623.2345978,545.4916711,585.4484101,1250.202098,1008.194959,1401.620508,1205.467728,1319.860401,1299.038583,2320.762521,1460.895232,1468.006952
CXANHX,1482.261571,1742.736064,2256.726522,2652.58845,3670.059783,4190.556837,4126.292769,5175.463521,5648.712381,3542.507989,3685.625022,4661.484822,3144.563285,3491.649453,3589.022849,2871.371395,2702.582388,3763.655764,3063.048037,3554.300648,3430.907195,956.3949294,1481.780867,1703.236553
OGMEACPS,6667.172487,6474.518743,5261.302564,5084.127863,5425.954943,4518.701894,6795.191595,6505.496978,4999.57031,6485.719513,6297.924617,4371.911034,3696.822142,3839.389919,3503.586598,5153.459263,4893.749057,4729.758248,5910.554054,5482.572534,5657.075079,6571.703899,6065.628208,5501.758992
DARAB5PISOM-RXN,308.4706514,282.5185837,267.677416,263.2493083,289.6629771,338.4640834,354.5867955,408.3436051,440.6038434,310.7463148,287.0993342,388.6385057,437.3457535,409.7472,460.0952218,300.1849513,270.3443357,260.0107609,290.7857783,295.3739633,302.2864546,307.6515158,251.7268684,257.0101192
KDOPS,1426.175999,1432.772818,1330.150852,1000.749279,944.6397433,998.881807,1261.104823,1062.860069,1050.177122,1325.111071,1164.629101,1257.359871,2246.213198,2435.859121,2109.995287,1095.845632,1010.777867,775.9696146,735.1942319,828.2246678,911.2658719,1028.626155,1106.938674,1112.984499
KDOPP,644.9840892,586.0242623,571.594236,500.3746395,475.8037906,502.5366116,638.4672954,501.6792863,537.9216826,644.7986032,637.0967557,557.3751119,967.9739089,1000.487028,975.5139177,552.6132058,482.1427643,477.7697732,440.4895078,453.3646878,429.1938874,571.1617271,585.8970342,503.1299791
KDOCT2,120.1833707,113.8146294,109.5418349,153.7295579,168.2235159,167.1682363,216.3401579,193.6715384,195.7051052,165.3614318,127.8251453,156.7617502,168.313899,166.747838,153.3650739,148.3868793,151.5305831,82.87843004,140.2982596,118.7383706,124.263528,211.3432152,135.2070079,112.1696707
EGMEACPR,617.9428308,636.8776073,523.0004897,1149.454995,1297.013262,1105.167784,1115.470961,1299.69936,1028.788586,944.4468353,907.9643254,597.6541727,174.3975339,240.4855754,217.0921138,1131.663154,952.2319594,916.5379322,911.5467929,965.6079065,910.3845703,896.2022415,1010.205205,940.9184025
DXYTST,497.7594602,437.5002068,454.6397958,502.3841762,488.7440611,447.8457689,504.4419292,448.0112696,464.1312331,573.7708741,589.4159476,605.2745355,437.3457535,420.6402748,420.1782847,457.9526103,460.6185337,535.4596607,566.6795625,514.2058364,505.8671281,569.8241118,660.6456239,632.7240646
UDPGLCNACEPIM-RXN,349.533303,334.9863207,300.6223287,517.4557015,747.5494702,649.066794,432.6803159,471.3451899,483.3809156,395.0917431,421.0113911,324.4097331,176.4254122,219.5373546,187.6796338,477.566968,488.1695488,518.3964546,443.6246645,451.4020701,452.1077295,520.3323462,434.2013668,553.2251718
OANTS,130.1986515,133.9945283,114.4835718,205.9775123,312.5573018,290.9965595,165.6849014,213.5053707,218.1630681,179.7889393,119.709263,163.2934898,89.22664523,76.25152392,92.43922264,217.46353,191.9961365,230.7595503,207.7041273,224.7197262,232.6636269,177.902833,138.5047398,148.1075263
ACGAMT,876.3370777,823.3398726,844.2133889,1072.087832,1051.148123,841.000695,927.6243845,1006.858661,852.3331631,580.4297237,669.5602847,484.4373531,663.7921638,644.3672736,700.2971412,1115.459989,1166.613296,1180.611361,1092.602089,1103.972454,1170.368547,943.0187765,737.5927016,699.1546463
PFOR,4197.40422,4154.637573,4709.475276,2499.863661,3329.631129,3847.965143,3705.220949,5426.303164,6323.520694,5294.895242,7819.652537,11064.76687,12557.97436,16214.76087,15194.34707,4828.543165,6937.68999,8688.422082,5044.467033,5856.451205,6616.81254,698.2351792,1433.414132,2276.064191
ACMAMT,407.6219322,351.9374357,412.635032,301.4305057,275.7273013,247.6566464,264.8847787,208.8385866,205.3299464,238.6087774,219.1288204,261.2695837,288.6346781,268.9751558,307.430445,316.3881163,320.2805506,186.8827344,283.7316759,230.6075793,268.7969932,323.7028992,326.4754581,335.4199861
ICLIPAabcpp,1689.577886,1837.17799,1594.533776,1950.255372,2139.126247,2106.113397,1664.236239,1806.045431,1853.316652,1997.654881,2080.709309,1685.188815,798.3080911,713.9153668,744.4158611,1494.955169,1560.07623,1364.243961,1732.174043,1801.683045,1967.946511,2014.448621,2256.747863,2447.041262
ICLIPAS,60.09168533,50.85334507,63.41895702,69.32901632,45.78864931,54.69084274,73.87224905,49.00123262,41.70764537,44.39233068,40.57941119,32.65869796,80.4391726,76.25152392,73.53119983,104.8941733,71.46044542,39.81414776,71.32481354,52.00936895,37.01466791,69.55599487,69.2523699,67.51960759
MOAT_1,203.310202,210.6781439,168.8426778,95.45299348,63.70594686,88.74363162,108.6977379,81.66872103,81.27643713,146.4946913,94.34713102,118.6599359,288.6346781,325.9543165,321.4363878,109.1581641,110.2040604,92.62883357,88.56817506,53.97198665,71.38543097,116.3725299,139.6039838,114.3477225
MPTG,301.4599547,338.2151045,296.5042146,713.3855302,922.7408241,732.6509122,666.9608772,824.8540824,736.8350682,406.1898258,455.5038906,379.9295196,163.5821829,197.7512049,200.2849824,914.1996244,866.9960065,822.2840314,588.625659,633.9255159,653.9257998,393.258894,381.4376564,363.7346602
MPTG2,301.4599547,338.2151045,296.5042146,713.3855302,922.7408241,732.6509122,666.9608772,824.8540824,736.8350682,406.1898258,455.5038906,379.9295196,163.5821829,197.7512049,200.2849824,914.1996244,866.9960065,822.2840314,588.625659,633.9255159,653.9257998,393.258894,381.4376564,363.7346602
UAGPT3,189.2888088,204.2205762,182.0206429,159.758168,228.9432465,163.0406255,243.7784219,186.6713623,167.9000083,199.7654881,165.3611006,168.7366061,455.5966582,426.5057767,424.3800676,167.1484388,148.0867062,130.0053805,186.54182,160.9346511,148.0586716,199.3046776,203.3601338,180.7783042
GLYCOX1,914.3951451,882.2651772,781.6180547,722.4284454,749.5402811,619.1416159,809.4287861,781.6863298,690.8497156,802.3913771,778.1102096,706.5164992,900.3779655,1031.490395,1016.131152,956.8395322,977.2000669,938.4763402,786.9243164,794.860167,829.3048215,769.1287894,862.9065138,797.1669799
UM4PL,702.0711903,658.6718981,605.3627715,1413.709072,1873.353,1925.530426,1704.338317,2070.885426,2076.826854,1542.633491,1757.088505,1610.073809,899.0260467,956.9147288,939.0984664,1879.567138,1459.342831,1464.185597,1098.088613,1121.636013,1381.880935,1016.587617,794.7533879,811.324317
RXN0-2361,702.0711903,658.6718981,605.3627715,1413.709072,1873.353,1925.530426,1704.338317,2070.885426,2076.826854,1542.633491,1757.088505,1610.073809,899.0260467,956.9147288,939.0984664,1879.567138,1459.342831,1464.185597,1098.088613,1121.636013,1381.880935,1016.587617,794.7533879,811.324317
PAPPT3,1546.359369,1333.487715,1676.072435,1605.619827,1570.749752,1216.613275,2012.491128,1928.548512,1440.517905,1244.095067,1206.222998,1085.357396,792.2244562,867.2563435,891.4782608,2254.798327,2105.069748,1918.391895,1794.093387,1706.496087,1663.016151,1226.593217,1337.779907,1242.578585
OANTIabcpp,215.3285391,215.5213196,219.9072925,350.664155,391.19433,336.400278,268.0507323,299.8408758,272.7038351,274.122642,303.3310987,243.8516114,198.7320735,230.4304294,205.8873595,234.5194932,236.766536,190.1328689,282.9478867,244.3459032,259.983977,288.9249017,331.9716779,350.6663491
OANTILpp,215.3285391,215.5213196,219.9072925,350.664155,391.19433,336.400278,268.0507323,299.8408758,272.7038351,274.122642,303.3310987,243.8516114,198.7320735,230.4304294,205.8873595,234.5194932,236.766536,190.1328689,282.9478867,244.3459032,259.983977,288.9249017,331.9716779,350.6663491
MDDCP1pp,862.3156845,912.9386235000001,885.3945298,917.3535058,1001.3778523,1238.2832318,1020.4923547999999,1135.1952222999998,1150.7032414999999,1019.9137975000001,1045.9343235,1220.3466804,1044.3573248,1158.017649,1110.671266,905.6716428,903.1567138,1032.7302409,814.356937,833.131212,842.5243458,741.0388683,718.9055542,824.3926281
MDDCP2pp,862.3156845,912.9386235000001,885.3945298,917.3535058,1001.3778523,1238.2832318,1020.4923547999999,1135.1952222999998,1150.7032414999999,1019.9137975000001,1045.9343235,1220.3466804,1044.3573248,1158.017649,1110.671266,905.6716428,903.1567138,1032.7302409,814.356937,833.131212,842.5243458,741.0388683,718.9055542,824.3926281
STACPSI,8867.529699,9757.384686,8722.98927,13772.35981,15573.11779,15029.66273,10722.02929,12180.30639,12682.33247,14628.38277,15035.68633,13003.6049,4027.366305,4118.420221,3857.936951,6128.207557,6253.219459,8381.284371,9161.711489,10092.7615,9650.252705,14592.04515,15609.26433,14746.5001
UDCPDP,282.4309211,278.482604,236.3797489,355.6879968,479.7854123,399.3463423,288.1017713,352.3421964,380.7159423,261.914751,320.5773484,229.699509,169.6658178,196.0753472,192.5817138,290.8041716,235.9055668,272.1987653,287.6506216,306.1683606,272.3221996,271.535903,301.1928469,271.1674563
MLTGY1pp,141.2154605,184.8478734,149.899353,147.7009478,197.0902731,199.1572198,127.6934591,161.00405,194.6356784,112.090635,132.8975717,153.4958804,158.8504669,139.0961865,149.1632911,145.8284849,130.0063525,176.3197972,125.4062656,115.7944441,122.5009248,94.9706853,85.7410294,70.78668537
ETCPC,206.3147863,183.2334815,212.4946872,279.325602,246.8605441,234.2419114,239.5571505,273.0068674,266.2872743,158.7025822,218.1143352,142.6096478,93.95836127,118.1479656,102.9436798,209.7883466,236.766536,254.3230255,265.7045252,235.5141235,258.2213738,60.19268786,147.2986915,151.3746041
GLYCOX2,914.3951451,882.2651772,781.6180547,722.4284454,749.5402811,619.1416159,809.4287861,781.6863298,690.8497156,802.3913771,778.1102096,706.5164992,900.3779655,1031.490395,1016.131152,956.8395322,977.2000669,938.4763402,786.9243164,794.860167,829.3048215,769.1287894,862.9065138,797.1669799
NO2tabcpp,204.3117301,262.3386849,133.4268966,1010.796963,623.1237928,301.3155864,604.6971244,339.5085403,131.5394969,1194.153695,767.9653568,379.9295196,131.1361301,117.3100368,131.6558626,1303.928382,352.997381,290.0745051,286.8668325,163.8785776,121.6196231,1147.673915,1005.808229,627.278935
MLTGY2pp,141.2154605,184.8478734,149.899353,147.7009478,197.0902731,199.1572198,127.6934591,161.00405,194.6356784,112.090635,132.8975717,153.4958804,158.8504669,139.0961865,149.1632911,145.8284849,130.0063525,176.3197972,125.4062656,115.7944441,122.5009248,94.9706853,85.7410294,70.78668537
MLTGY3pp,141.2154605,184.8478734,149.899353,147.7009478,197.0902731,199.1572198,127.6934591,161.00405,194.6356784,112.090635,132.8975717,153.4958804,158.8504669,139.0961865,149.1632911,145.8284849,130.0063525,176.3197972,125.4062656,115.7944441,122.5009248,94.9706853,85.7410294,70.78668537
MLTGY4pp,141.2154605,184.8478734,149.899353,147.7009478,197.0902731,199.1572198,127.6934591,161.00405,194.6356784,112.090635,132.8975717,153.4958804,158.8504669,139.0961865,149.1632911,145.8284849,130.0063525,176.3197972,125.4062656,115.7944441,122.5009248,94.9706853,85.7410294,70.78668537
AGM4PA,1085.656448,1162.362173,1050.942716,1441.842586,1426.415966,1409.579079,1605.13844,1330.033457,1379.560578,2386.087774,1595.785345,1562.174386,926.7403834,920.0458601,867.668158,1215.237374,1075.350558,1103.420667,1177.251318,1114.766851,1025.835082,2585.610348,2365.573016,1727.195123
AM3PA,1085.656448,1162.362173,1050.942716,1441.842586,1426.415966,1409.579079,1605.13844,1330.033457,1379.560578,2386.087774,1595.785345,1562.174386,926.7403834,920.0458601,867.668158,1215.237374,1075.350558,1103.420667,1177.251318,1114.766851,1025.835082,2585.610348,2365.573016,1727.195123
AM4PA,1085.656448,1162.362173,1050.942716,1441.842586,1426.415966,1409.579079,1605.13844,1330.033457,1379.560578,2386.087774,1595.785345,1562.174386,926.7403834,920.0458601,867.668158,1215.237374,1075.350558,1103.420667,1177.251318,1114.766851,1025.835082,2585.610348,2365.573016,1727.195123
MALCOAMT,39.05959546,57.3109127,44.4756322,81.38623655,69.67837938,73.26509122,100.2551951,78.16863298,67.37388867,58.81983816,50.72426399,60.96290286,20.27878301,36.86886871,23.8101028,52.87348574,78.34819919,113.7547079,89.35196422,78.50470785,62.5724148,54.84222672,75.8478337,78.40986687
AGM3PApp,254.3881346,242.965982,238.0269945,236.1205628,250.8421658,264.1670895,315.5400352,309.1744439,321.8974681,199.7654881,225.2157321,211.1929135,181.8330876,192.7236319,196.0831995,271.1898139,297.8953508,250.2603574,213.1906515,228.6449616,233.5449285,224.719368,245.1314046,203.6478487
AGM4PApp,254.3881346,242.965982,238.0269945,236.1205628,250.8421658,264.1670895,315.5400352,309.1744439,321.8974681,199.7654881,225.2157321,211.1929135,181.8330876,192.7236319,196.0831995,271.1898139,297.8953508,250.2603574,213.1906515,228.6449616,233.5449285,224.719368,245.1314046,203.6478487
UM4PCP,340.5195502,276.0610161,333.5672415,276.3112969,252.8329766,227.0185925,317.6506709,246.1728591,242.7598846,245.267627,208.9839676,281.9534257,241.9934772,222.0511411,222.6944909,341.972061,303.9221353,288.4494379,358.9754352,275.7477863,247.6457544,321.0276686,304.4905788,356.1114787
R145-RXN,106.1619774,102.5138861,59.30084293,64.30517456,94.56351487,103.1902693,82.3147918,72.33515291,80.20701033,72.13753736,49.70977871,62.05152612,178.4532905,172.6133399,223.3947881,78.45743045,78.34819919,97.50403534,73.67618102,73.59816361,69.62282774,61.53030315,45.06900263,50.09519273
AM4PCP,340.5195502,276.0610161,333.5672415,276.3112969,252.8329766,227.0185925,317.6506709,246.1728591,242.7598846,245.267627,208.9839676,281.9534257,241.9934772,222.0511411,222.6944909,341.972061,303.9221353,288.4494379,358.9754352,275.7477863,247.6457544,321.0276686,304.4905788,356.1114787
4PCP,340.5195502,276.0610161,333.5672415,276.3112969,252.8329766,227.0185925,317.6506709,246.1728591,242.7598846,245.267627,208.9839676,281.9534257,241.9934772,222.0511411,222.6944909,341.972061,303.9221353,288.4494379,358.9754352,275.7477863,247.6457544,321.0276686,304.4905788,356.1114787
AGM4PCP,340.5195502,276.0610161,333.5672415,276.3112969,252.8329766,227.0185925,317.6506709,246.1728591,242.7598846,245.267627,208.9839676,281.9534257,241.9934772,222.0511411,222.6944909,341.972061,303.9221353,288.4494379,358.9754352,275.7477863,247.6457544,321.0276686,304.4905788,356.1114787
AGMH,797.2163587,727.2835541,720.6699661,493.3412611,406.1254112,368.3892615,581.4801318,444.5111816,494.0751836,602.625889,460.576317,553.0206188,626.6143949,636.8259141,689.092387,602.0754989,625.0636551,573.6487413,670.1397316,596.6357796,522.6118588,513.6442698,603.4849377,616.3886757
AGM3PH,797.2163587,727.2835541,720.6699661,493.3412611,406.1254112,368.3892615,581.4801318,444.5111816,494.0751836,602.625889,460.576317,553.0206188,626.6143949,636.8259141,689.092387,602.0754989,625.0636551,573.6487413,670.1397316,596.6357796,522.6118588,513.6442698,603.4849377,616.3886757
3.1.3.77-RXN,166.2536627,159.0176028,125.1906684,136.6484959,163.2464888,166.1363336,118.1955985,121.3363855,160.4140207,135.3966086,94.34713102,91.44435429,293.3663942,291.5992343,318.6351993,133.8893107,125.7015064,126.7552459,126.1900547,132.4766945,151.5838781,84.26976301,80.24480956,101.2794114
QUINOLINATE-SYNTHA-RXN,2214.378604,2488.585125,2315.203743,2239.628658,2252.602465,1827.49967,1686.397914,1724.37671,1779.526202,2009.862772,1881.870194,2027.01652,2281.363088,2413.235043,2288.571058,1923.912642,1892.41035,2616.358282,1678.092591,1884.112988,1881.578952,2118.782613,2205.083397,2092.018809
AGM4PH,797.2163587,727.2835541,720.6699661,493.3412611,406.1254112,368.3892615,581.4801318,444.5111816,494.0751836,602.625889,460.576317,553.0206188,626.6143949,636.8259141,689.092387,602.0754989,625.0636551,573.6487413,670.1397316,596.6357796,522.6118588,513.6442698,603.4849377,616.3886757
RXN0-961,998.5235046,1132.495923,957.8733378,1322.275152,2036.599489,2212.399374,1174.56876,1550.539004,1651.194986,743.571539,929.2685163,792.5177372,691.5065005,837.9288343,813.7452781,981.5706788,1116.677081,1499.937077,1150.602487,1515.140861,1567.835577,468.1653501,726.6002619,826.57068
BRANCHED-CHAINAMINOTRANSFERILEU-RXN,1240.893302,1318.150992,1227.197999,2103.98493,2143.107869,1858.45675,1930.176336,1827.045959,1501.475233,1947.713509,1755.059534,1628.580405,700.9699326,644.3672736,710.1013012,2177.193695,1808.035366,2670.798035,1957.905321,1975.374711,1812.837426,2562.870888,2343.588137,2210.722635
RXN0-5228,36.0550112,27.44466242,45.29925501,64.30517456,48.77486557,57.78655082,46.43398512,58.33480073,51.33248661,34.40405628,54.78220511,40.27906082,64.89210562,49.43780122,46.91990846,40.93431154,75.76529153,36.56401325,61.13555447,52.9906778,65.21631965,53.50461143,58.25993023,68.60863351
CELLSYN,1685.571774,1644.258157,1582.179434,986.6825221,1018.299744,1408.547176,868.5265853,854.0214827,914.3599177,536.037393,444.3445526,415.8540874,757.750525,597.4432589,612.7599986,504.0037108,508.8328102,526.5217908,419.3272005,643.7386044,597.5224963,1214.55468,858.5095379,740.5376316
ALAALAabcpp,182.2781122,172.7399341,207.5529502,261.2397716,239.8927062,318.8579322,191.0125297,199.5050185,257.7318598,119.8592928,130.8686011,193.7749412,204.8157084,215.3477104,217.7924109,183.3516038,283.258874,286.011837,188.8931875,249.2524474,227.3758172,188.6037553,168.1843269,158.9977856
LEUTA,1240.893302,1318.150992,1227.197999,2103.98493,2143.107869,1858.45675,1930.176336,1827.045959,1501.475233,1947.713509,1755.059534,1628.580405,700.9699326,644.3672736,710.1013012,2177.193695,1808.035366,2670.798035,1957.905321,1975.374711,1812.837426,2562.870888,2343.588137,2210.722635
R147-RXN,1282.957482,1222.094674,1245.317701,762.6191795,892.8786615,798.6926845,943.4541522,870.355227,861.9580043,891.1760385,822.7475619,830.6195515,989.6046108,1035.680039,1041.341849,871.5597165,887.6592678,981.5406224,813.5731479,765.4209015,780.8332326,811.9324785,790.356412,723.1132167
BRANCHED-CHAINAMINOTRANSFERVAL-RXN,1240.893302,1318.150992,1227.197999,2103.98493,2143.107869,1858.45675,1930.176336,1827.045959,1501.475233,1947.713509,1755.059534,1628.580405,700.9699326,644.3672736,710.1013012,2177.193695,1808.035366,2670.798035,1957.905321,1975.374711,1812.837426,2562.870888,2343.588137,2210.722635
CDPKIN-RXN,4287.541748,4806.044707,4627.112994,5748.279744,6586.597662,6358.584396,5908.724606,6350.326408,6447.574203,9092.659132,8386.749808,7937.152228,3881.359068,4721.728981,4093.937088,3904.109963,3547.193194,5528.478804,4847.735953,5264.72197,5408.548023,9221.519781,8586.194623,8479.155882
DUDPKIN-RXN,4287.541748,4806.044707,4627.112994,5748.279744,6586.597662,6358.584396,5908.724606,6350.326408,6447.574203,9092.659132,8386.749808,7937.152228,3881.359068,4721.728981,4093.937088,3904.109963,3547.193194,5528.478804,4847.735953,5264.72197,5408.548023,9221.519781,8586.194623,8479.155882
GDPKIN-RXN,4287.541748,4806.044707,4627.112994,5748.279744,6586.597662,6358.584396,5908.724606,6350.326408,6447.574203,9092.659132,8386.749808,7937.152228,3881.359068,4721.728981,4093.937088,3904.109963,3547.193194,5528.478804,4847.735953,5264.72197,5408.548023,9221.519781,8586.194623,8479.155882
4PEPTabcpp,182.2781122,172.7399341,207.5529502,261.2397716,239.8927062,318.8579322,191.0125297,199.5050185,257.7318598,119.8592928,130.8686011,193.7749412,204.8157084,215.3477104,217.7924109,183.3516038,283.258874,286.011837,188.8931875,249.2524474,227.3758172,188.6037553,168.1843269,158.9977856
3.4.13.22-RXN,677.0329881,640.9135871,761.851107,1055.00677,1015.313528,708.9171502,594.143946,694.1841287,614.9204125,332.9424801,495.0688165,721.7572249,345.4152706,342.7128932,342.4453021,516.7956832,738.7115924,807.6584261,888.0331181,783.0844608,739.4120566,347.7799743,534.2325678,984.4794396
ADPGLC,700.0681341,726.4763582,717.3754748,847.0197211,905.818932,716.1404691,593.0886281,618.3488878,696.1968496,621.4926296,556.9524186,562.8182282,560.3703704,594.0915435,593.8519758,661.7713699,648.3098241,685.7783819,602.7338639,607.430177,666.2640224,791.8682492,757.379093,786.2767206
DADPKIN-RXN,4287.541748,4806.044707,4627.112994,5748.279744,6586.597662,6358.584396,5908.724606,6350.326408,6447.574203,9092.659132,8386.749808,7937.152228,3881.359068,4721.728981,4093.937088,3904.109963,3547.193194,5528.478804,4847.735953,5264.72197,5408.548023,9221.519781,8586.194623,8479.155882
RXN-14147,489.7472354,502.0758831,438.9909622,522.4795433,627.1054144,525.2384708,587.8120389,644.0162001,555.0325115,338.4915215,320.5773484,225.3450159,262.9482197,289.9233767,308.8310393,639.5986178,671.5559931,686.5909155,453.0301344,505.3740568,593.9972898,331.7285909,266.0170399,266.8113526
DGDPKIN-RXN,4287.541748,4806.044707,4627.112994,5748.279744,6586.597662,6358.584396,5908.724606,6350.326408,6447.574203,9092.659132,8386.749808,7937.152228,3881.359068,4721.728981,4093.937088,3904.109963,3547.193194,5528.478804,4847.735953,5264.72197,5408.548023,9221.519781,8586.194623,8479.155882
DALAabcpp,182.2781122,172.7399341,207.5529502,261.2397716,239.8927062,318.8579322,191.0125297,199.5050185,257.7318598,119.8592928,130.8686011,193.7749412,204.8157084,215.3477104,217.7924109,183.3516038,283.258874,286.011837,188.8931875,249.2524474,227.3758172,188.6037553,168.1843269,158.9977856
DTDPKIN-RXN,4287.541748,4806.044707,4627.112994,5748.279744,6586.597662,6358.584396,5908.724606,6350.326408,6447.574203,9092.659132,8386.749808,7937.152228,3881.359068,4721.728981,4093.937088,3904.109963,3547.193194,5528.478804,4847.735953,5264.72197,5408.548023,9221.519781,8586.194623,8479.155882
ZISO,164.2506066,188.8838531,169.6663006,266.2636134,344.4102752,321.9536403,243.7784219,323.1747961,295.161798,183.1183641,228.259188,174.1797225,149.3870348,164.2340515,154.7656682,288.2457771,268.6223972,264.073429,166.1633019,204.1122404,209.7497848,180.5780636,150.5964234,180.7783042
UDPKIN-RXN,4287.541748,4806.044707,4627.112994,5748.279744,6586.597662,6358.584396,5908.724606,6350.326408,6447.574203,9092.659132,8386.749808,7937.152228,3881.359068,4721.728981,4093.937088,3904.109963,3547.193194,5528.478804,4847.735953,5264.72197,5408.548023,9221.519781,8586.194623,8479.155882
3OAR180,250.3820222,209.8709479,190.2568711,284.3494437,402.1437896,303.3793918,282.8251821,310.3411399,282.3286763,341.8209463,314.4904367,252.5605976,183.1850065,205.2925644,165.9704225,332.5912813,309.0879507,213.6963441,277.4613626,269.8599332,275.8474061,341.0918979,281.4064555,301.6601823
3OAR140,250.3820222,209.8709479,190.2568711,284.3494437,402.1437896,303.3793918,282.8251821,310.3411399,282.3286763,341.8209463,314.4904367,252.5605976,183.1850065,205.2925644,165.9704225,332.5912813,309.0879507,213.6963441,277.4613626,269.8599332,275.8474061,341.0918979,281.4064555,301.6601823
PAPA160,222.3392357,188.0766572,183.6678885,186.8869136,179.1729756,178.5191659,173.0721264,166.8375301,175.3859959,153.1535409,151.1583067,142.6096478,150.0629943,157.5306208,154.7656682,183.3516038,217.8252131,164.9443265,218.6771756,163.8785776,170.0912121,183.2532942,165.985839,163.3538893
