,Se_Rt_cc_d1_1,Se_Rt_cc_d1_2,Se_Rt_cc_d1_3,Se_Rt_cc_d2_1,Se_Rt_cc_d2_2,Se_Rt_cc_d2_3,Se_Rt_cc_d3_1,Se_Rt_cc_d3_2,Se_Rt_cc_d3_3,Se_Rt_cc_d4_1,Se_Rt_cc_d4_2,Se_Rt_cc_d4_3,Se_Rt_cc_d5_1,Se_Rt_cc_d5_2,Se_Rt_cc_d5_3,Se_Rt_cc_d6_1,Se_Rt_cc_d6_2,Se_Rt_cc_d6_3,Se_Rt_cc_d7_1,Se_Rt_cc_d7_2,Se_Rt_cc_d7_3,Se_Rt_cc_d8_1,Se_Rt_cc_d8_2,Se_Rt_cc_d8_3,Se_Rt_cc_d9_1,Se_Rt_cc_d9_2,Se_Rt_cc_d9_3,Se_axen_d1_1,Se_axen_d1_2,Se_axen_d1_3,Se_axen_d2_1,Se_axen_d2_2,Se_axen_d2_3,Se_axen_d3_1,Se_axen_d3_2,Se_axen_d3_3,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d5_1,Se_axen_d5_2,Se_axen_d5_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d7_1,Se_axen_d7_2,Se_axen_d7_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3,Se_axen_d9_1,Se_axen_d9_2,Se_axen_d9_3
PGAMT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9199.0,10519.0,7180.0,inf,inf,inf,8009.0,8704.0,7139.0,inf,inf,inf,4012.0,7004.0,5688.0,inf,inf,inf
PGCD,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,20989.0,24508.0,22169.0,inf,inf,inf,22954.0,21799.0,24338.0,inf,inf,inf,11900.0,16180.0,13663.0,inf,inf,inf
PGI,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,22266.0,26241.0,21650.0,inf,inf,inf,20342.0,21535.0,22306.0,inf,inf,inf,10293.0,14347.0,12214.0,inf,inf,inf
PGK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,15221.0,17922.0,13315.0,inf,inf,inf,12038.0,12568.0,10169.0,inf,inf,inf,7684.0,9472.0,6472.0,inf,inf,inf
PGL,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6740.0,6962.0,6867.0,inf,inf,inf,8026.0,6378.0,7288.0,inf,inf,inf,4163.0,5370.0,5977.0,inf,inf,inf
PGLYCP,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2246.0,2278.0,2318.0,inf,inf,inf,2437.0,2150.0,2724.0,inf,inf,inf,1325.0,1432.0,1548.0,inf,inf,inf
PGM,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,41604.0,42922.0,37278.0,inf,inf,inf,40806.0,33250.0,32304.0,inf,inf,inf,18386.0,27963.0,26624.0,inf,inf,inf
PGMT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,23960.0,24582.0,20306.0,inf,inf,inf,24068.0,21186.0,20555.0,inf,inf,inf,15544.0,18054.0,16117.0,inf,inf,inf
PGPP_OLE_PALM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGPS_OLE_PALM,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,926.0,1047.0,842.0,inf,inf,inf,868.0,899.0,722.0,inf,inf,inf,454.0,632.0,706.0,inf,inf,inf
PHEOASE,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7497.0,7197.0,7064.0,inf,inf,inf,9192.0,6449.0,7724.0,inf,inf,inf,4960.0,5327.0,6868.0,inf,inf,inf
PHEOX,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
PHEOX_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1700.0,1924.0,1316.0,inf,inf,inf,2034.0,1942.0,1561.0,inf,inf,inf,610.0,1813.0,1586.0,inf,inf,inf
PHETA1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,17080.0,17425.0,15619.0,inf,inf,inf,17314.0,14256.0,13424.0,inf,inf,inf,8566.0,11774.0,11645.0,inf,inf,inf
PHETRS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8200.0,8867.0,6376.0,inf,inf,inf,9796.0,7978.0,7126.0,inf,inf,inf,4578.0,6872.0,7908.0,inf,inf,inf
PHOA410um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA430um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA450um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA470um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA490um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA510um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA530um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA550um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA570um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA590um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA610um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA630um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA650um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA670um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOA690um,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHYFXOR,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5735.0,6357.0,5760.0,inf,inf,inf,6890.0,5413.0,5611.0,inf,inf,inf,6162.0,4047.0,4882.0,inf,inf,inf
PHYPQOX,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,17937.0,17591.0,14215.0,inf,inf,inf,15700.0,14073.0,14396.0,inf,inf,inf,8995.0,9804.0,8187.0,inf,inf,inf
PHYTES,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,14202.0,13930.0,10849.0,inf,inf,inf,13346.0,10931.0,12387.0,inf,inf,inf,6730.0,8226.0,7966.0,inf,inf,inf
PHYTES2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
PHYTES2_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,14202.0,13930.0,10849.0,inf,inf,inf,13346.0,10931.0,12387.0,inf,inf,inf,6730.0,8226.0,7966.0,inf,inf,inf
PHYTK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2588.0,3182.0,2546.0,inf,inf,inf,2464.0,2336.0,2282.0,inf,inf,inf,1621.0,1592.0,1680.0,inf,inf,inf
PItex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIuabcpp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1264.0,1528.0,1302.0,inf,inf,inf,1206.0,1218.0,1430.0,inf,inf,inf,686.0,919.0,1000.0,inf,inf,inf
PKETF,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,60519.0,52649.0,53635.0,inf,inf,inf,57746.0,45241.0,52752.0,inf,inf,inf,28461.0,28230.0,33923.0,inf,inf,inf
PKETX,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,60519.0,52649.0,53635.0,inf,inf,inf,57746.0,45241.0,52752.0,inf,inf,inf,28461.0,28230.0,33923.0,inf,inf,inf
PLYCOI,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21517.0,22235.0,17996.0,inf,inf,inf,22419.0,21488.0,21133.0,inf,inf,inf,10364.0,16681.0,14607.0,inf,inf,inf
PMANM,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6291.0,7390.0,6139.0,inf,inf,inf,6879.0,6739.0,7502.0,inf,inf,inf,3710.0,5792.0,5117.0,inf,inf,inf
PMDPHT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,432.0,398.0,382.0,inf,inf,inf,386.0,430.0,424.0,inf,inf,inf,223.0,258.0,224.0,inf,inf,inf
PMEACPE,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,372.0,412.0,330.0,inf,inf,inf,310.0,330.0,296.0,inf,inf,inf,156.0,310.0,294.0,inf,inf,inf
PMPK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1368.0,1482.0,1030.0,inf,inf,inf,1310.0,1179.0,964.0,inf,inf,inf,594.0,866.0,756.0,inf,inf,inf
PNTK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,564.0,586.0,456.0,inf,inf,inf,556.0,514.0,538.0,inf,inf,inf,258.0,280.0,362.0,inf,inf,inf
PPA,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8891.0,9132.0,8626.0,inf,inf,inf,7487.0,5946.0,7485.0,inf,inf,inf,5630.0,4424.0,4587.0,inf,inf,inf
PPBNGS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,31810.0,35448.0,31362.0,inf,inf,inf,35259.0,29075.0,34037.0,inf,inf,inf,24767.0,24045.0,27328.0,inf,inf,inf
PPCDC,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4776.0,4913.0,4707.0,inf,inf,inf,5289.0,3941.0,4461.0,inf,inf,inf,2560.0,3076.0,3173.0,inf,inf,inf
PPK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9973.0,10640.0,9113.0,inf,inf,inf,9781.0,9431.0,9302.0,inf,inf,inf,4070.0,6170.0,5670.0,inf,inf,inf
PPK2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9973.0,10640.0,9113.0,inf,inf,inf,9781.0,9431.0,9302.0,inf,inf,inf,4070.0,6170.0,5670.0,inf,inf,inf
PPK2r,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
PPKr,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
PPNCL2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4776.0,4913.0,4707.0,inf,inf,inf,5289.0,3941.0,4461.0,inf,inf,inf,2560.0,3076.0,3173.0,inf,inf,inf
PPNCL3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4776.0,4913.0,4707.0,inf,inf,inf,5289.0,3941.0,4461.0,inf,inf,inf,2560.0,3076.0,3173.0,inf,inf,inf
PPND,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2973.0,3430.0,2666.0,inf,inf,inf,2903.0,2448.0,2444.0,inf,inf,inf,1548.0,2065.0,2820.0,inf,inf,inf
PPNDH,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1244.0,1414.0,1080.0,inf,inf,inf,1196.0,1038.0,1054.0,inf,inf,inf,734.0,740.0,800.0,inf,inf,inf
PPPGO2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
PPPGO2_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10252.0,11187.0,8750.0,inf,inf,inf,10180.0,9661.0,10257.0,inf,inf,inf,9100.0,6985.0,6183.0,inf,inf,inf
PPS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,16011.0,16305.0,19506.0,inf,inf,inf,16672.0,11441.0,15231.0,inf,inf,inf,18456.0,8403.0,11960.0,inf,inf,inf
PQH2tcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQH2tum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAGSr,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6056.0,7164.0,5146.0,inf,inf,inf,5920.0,5710.0,5754.0,inf,inf,inf,2712.0,4352.0,3753.0,inf,inf,inf
PRAIS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6402.0,7721.0,5414.0,inf,inf,inf,6974.0,7447.0,6963.0,inf,inf,inf,3090.0,5957.0,5853.0,inf,inf,inf
PRAIi,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1582.0,1656.0,1666.0,inf,inf,inf,1723.0,1366.0,1498.0,inf,inf,inf,840.0,1152.0,1088.0,inf,inf,inf
PRAMPC,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3440.0,3839.0,2960.0,inf,inf,inf,3675.0,2906.0,2762.0,inf,inf,inf,1954.0,2288.0,2628.0,inf,inf,inf
PRASCSi,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4058.0,4803.0,3586.0,inf,inf,inf,3981.0,3890.0,3645.0,inf,inf,inf,2171.0,2936.0,2831.0,inf,inf,inf
PRATPP,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3440.0,3839.0,2960.0,inf,inf,inf,3675.0,2906.0,2762.0,inf,inf,inf,1954.0,2288.0,2628.0,inf,inf,inf
PRE3BS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8388.0,7776.0,7622.0,inf,inf,inf,6969.0,6659.0,7092.0,inf,inf,inf,4635.0,4100.0,4272.0,inf,inf,inf
PRFGS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2576.0,2775.0,2292.0,inf,inf,inf,2011.0,1642.0,1314.0,inf,inf,inf,1171.0,1114.0,1557.0,inf,inf,inf
PRMICI,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9623.0,10709.0,9296.0,inf,inf,inf,9519.0,8270.0,7667.0,inf,inf,inf,5169.0,6440.0,7426.0,inf,inf,inf
PROAKGOX1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,11280.0,11381.0,11670.0,inf,inf,inf,11071.0,9771.0,11624.0,inf,inf,inf,5176.0,7382.0,9271.0,inf,inf,inf
PROHX,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
PROTRS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7261.0,8590.0,6557.0,inf,inf,inf,6126.0,5904.0,5260.0,inf,inf,inf,3484.0,4346.0,4538.0,inf,inf,inf
PRPPS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,82533.0,84722.0,77483.0,inf,inf,inf,85902.0,77580.0,81102.0,inf,inf,inf,43745.0,63374.0,55918.0,inf,inf,inf
PRUK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,140232.0,147967.0,130508.0,inf,inf,inf,119649.0,120815.0,124309.0,inf,inf,inf,76321.0,85053.0,72909.0,inf,inf,inf
PSCVT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2286.0,2630.0,1900.0,inf,inf,inf,1768.0,1930.0,1676.0,inf,inf,inf,1070.0,1160.0,1140.0,inf,inf,inf
PSERT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12628.0,15247.0,11357.0,inf,inf,inf,13439.0,13415.0,12026.0,inf,inf,inf,6826.0,11886.0,11607.0,inf,inf,inf
PSICRum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSICSum,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5360.0,6304.0,5565.0,inf,inf,inf,4269.0,4361.0,4092.0,inf,inf,inf,4530.0,3076.0,3007.0,inf,inf,inf
PSIICRum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSIICSum,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1412.0,1480.0,1224.0,inf,inf,inf,1548.0,1172.0,1356.0,inf,inf,inf,924.0,1116.0,912.0,inf,inf,inf
PSIIum,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1412.0,1480.0,1224.0,inf,inf,inf,1548.0,1172.0,1356.0,inf,inf,inf,924.0,1116.0,912.0,inf,inf,inf
PSIum,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5360.0,6304.0,5565.0,inf,inf,inf,4269.0,4361.0,4092.0,inf,inf,inf,4530.0,3076.0,3007.0,inf,inf,inf
PSP_L,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3781.0,4245.0,3257.0,inf,inf,inf,2876.0,3202.0,2887.0,inf,inf,inf,1680.0,2210.0,1662.0,inf,inf,inf
PTHPS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,22804.0,24817.0,20392.0,inf,inf,inf,24112.0,21412.0,21897.0,inf,inf,inf,12754.0,16980.0,16564.0,inf,inf,inf
