Label,Se_Rt_CC_90_1,Se_Rt_CC_90_2,Se_Rt_CC_90_3,Se_Rt_CC_140_1,Se_Rt_CC_140_2,Se_Rt_CC_140_3,Se_Rt_CC_190_1,Se_Rt_CC_190_2,Se_Rt_CC_190_3,Se_ax_90_1,Se_ax_90_2,Se_ax_90_3,Se_ax_140_1,Se_ax_140_2,Se_ax_140_3,Se_ax_190_1,Se_ax_190_2,Se_ax_190_3
SYNPCC7942_RS14130,1118,764,862,1037,906,876,868,1082,1086,1192,1244,1184,1636,1474,1912,702,1298,1332
SYNPCC7942_RS01055,2972,2928,3371,2508,2734,1746,2028,2754,2837,4568,4647,4052,4762,4422,4558,2318,3846,3707
SYNPCC7942_RS01060,676,594,752,614,530,416,482,630,608,692,798,648,812,576,638,438,598,778
SYNPCC7942_RS01065,502,446,450,390,376,274,262,412,296,654,710,656,632,568,434,350,454,552
SYNPCC7942_RS01070,2819,2215,2484,1994,2083,1556,1559,1986,2086,3674,4006,3360,4026,3689,3696,1828,2830,2852
SYNPCC7942_RS01075,4436,3765,4799,4140,3976,2340,2680,3532,3844,6634,7350,6256,7230,6345,6713,3491,4912,5518
SYNPCC7942_RS01080,1740,1378,1522,1516,1300,772,984,1292,1350,1981,2124,1888,2180,1870,2102,1234,1328,1436
SYNPCC7942_RS01085,3249,2826,3843,3442,3032,2428,2826,3256,4500,3692,3924,3336,3575,2686,2958,2539,2137,2726
SYNPCC7942_RS01090,12925,9843,13797,11232,9908,11597,8992,13678,10921,11860,11622,11957,11329,7072,7693,10656,5079,7725
SYNPCC7942_RS01095,2841,2250,2728,2432,2184,1482,1892,2192,3026,3496,3544,3098,3793,2950,3484,2162,2345,2357
SYNPCC7942_RS01100,7379,6052,7352,5673,6728,5616,5042,6880,7421,12477,11073,8995,16514,10950,11041,5484,10721,10741
SYNPCC7942_RS01105,96,86,122,72,76,60,38,50,36,138,132,111,114,96,128,56,58,52
SYNPCC7942_RS01110,1260,998,1107,855,774,496,568,708,712,1610,1818,1378,1490,1424,1335,734,1121,1104
SYNPCC7942_RS01115,918,696,923,886,626,498,534,760,672,1378,1473,1138,1555,1284,1194,610,1065,1036
SYNPCC7942_RS01120,2888,2270,2916,2434,2236,1478,1726,2201,3287,3854,4192,3408,4176,3856,4096,2359,2860,2652
SYNPCC7942_RS01125,3904,3260,3873,2928,3042,2270,2199,3118,3214,5016,5098,4579,5360,4544,4329,2582,3938,3952
SYNPCC7942_RS01130,2034,1510,1982,1556,1377,818,1116,1374,1576,2702,2949,2226,2771,2331,2316,1338,2146,2041
SYNPCC7942_RS01135,5928,5094,5609,5017,4758,3764,4115,5232,5945,8365,8941,8176,10467,7900,9085,5356,6721,7225
SYNPCC7942_RS01140,9801,9952,9274,7313,8588,7095,7109,9261,12074,11027,11848,10483,13642,10888,14413,8269,8747,7783
SYNPCC7942_RS01145,35969,34711,38715,26184,24896,25809,21467,31551,31040,33683,33286,30923,28708,25334,25449,21088,21591,20720
SYNPCC7942_RS01150,2663,2440,2803,1998,2034,1599,1518,1956,2642,3874,3850,3437,3537,3252,3120,2291,2295,1909
SYNPCC7942_RS01155,4994,4735,5681,3614,3882,2714,2532,3340,4238,7828,7369,6227,6665,5754,5068,3858,4528,3811
SYNPCC7942_RS01160,436,348,438,366,288,184,264,366,330,726,728,664,696,724,514,322,508,540
SYNPCC7942_RS01165,4362,3064,3612,3266,2604,2278,3431,3174,4229,5632,5887,5673,6336,5287,5832,3058,4789,4239
SYNPCC7942_RS01170,3836,3118,3681,3111,2810,2112,2294,2900,3156,4358,4818,4106,4510,3568,3956,2772,3220,3288
SYNPCC7942_RS01175,324,324,360,254,210,182,184,202,222,436,430,400,420,324,370,166,290,302
SYNPCC7942_RS01180,1644,1534,1784,1264,1292,808,818,1074,1160,2286,2630,1900,1768,1930,1676,1070,1160,1140
SYNPCC7942_RS01185,3814,4014,3917,2758,3218,2779,2061,2962,2551,5693,5600,5470,5458,4518,4624,2443,2846,3410
SYNPCC7942_RS01190,2095,1738,1873,1518,1472,718,898,1246,1408,2942,3448,2560,2690,2888,2512,1322,1876,1318
SYNPCC7942_RS01195,1148,928,1180,688,620,332,516,576,600,1784,1871,1550,1554,1424,1186,776,1062,1136
SYNPCC7942_RS01200,6560,4563,5858,6514,4595,3506,5328,4862,5617,7254,8014,7749,5774,5662,5196,3656,3962,4404
SYNPCC7942_RS01205,1400,1264,1554,986,1104,714,856,1152,1382,1745,1938,1662,1910,1586,1806,1038,1330,1188
SYNPCC7942_RS01210,2965,2526,2972,2332,2320,1622,1672,2102,2254,3762,4176,3113,3778,3425,3244,1890,2838,2649
SYNPCC7942_RS01215,896,868,1224,1031,934,562,666,730,822,1486,1546,1170,1202,1334,1127,842,952,822
SYNPCC7942_RS01220,25953,28738,34577,26348,24908,19680,21499,28077,39509,32748,34608,33705,28937,25989,28615,37114,20542,19472
SYNPCC7942_RS01225,4102,3910,4282,3370,3790,2841,2674,3860,3616,5517,5748,5186,5839,4858,4912,3092,3566,4041
SYNPCC7942_RS01235,9237,8242,8892,6828,7246,5098,4881,6902,7236,11009,12061,10625,10041,9398,9479,5413,7021,7126
SYNPCC7942_RS01240,17067,14600,17432,13564,16663,13970,10456,14947,10422,18410,20764,16342,26142,21203,21751,10021,20200,18040
SYNPCC7942_RS01245,140049,107390,122786,91870,96271,70177,72171,86248,111391,188322,194127,207880,224278,178236,243687,99404,132148,137221
SYNPCC7942_RS01250,61537,44463,52950,41833,38780,28043,29608,36234,47067,73069,77045,80618,92422,73602,98580,41585,54298,56957
SYNPCC7942_RS01255,2806,2592,3340,1940,1868,1148,1274,1882,1834,5494,5814,4144,3912,4050,3314,2150,2658,2176
SYNPCC7942_RS01260,1794,1548,1890,1068,1210,722,744,1080,1058,2736,3218,2186,2368,2168,1936,1168,1542,1376
SYNPCC7942_RS01265,2932,2606,3244,1988,2062,1328,1440,2092,2046,4486,4920,4056,4294,3679,3672,2175,2778,2643
SYNPCC7942_RS01270,1141,945,1216,844,818,546,484,834,820,1910,2031,1696,1788,1602,1508,848,1300,1258
SYNPCC7942_RS01275,862,688,952,600,634,372,304,510,600,1196,1523,1222,1313,1178,1268,554,876,786
SYNPCC7942_RS01280,5572,4788,5804,3480,3373,2769,2412,3664,4870,6605,6698,7116,7424,5785,8004,3461,4863,5632
SYNPCC7942_RS01285,69681,54327,66841,40843,40855,40364,36107,55108,52255,67927,66542,74375,79079,53867,66449,47707,43051,55921
SYNPCC7942_RS01290,26190,23289,23058,17454,16424,25932,28568,40310,29525,27896,22135,32654,46135,23528,28932,30330,23638,25332
SYNPCC7942_RS01295,60297,55825,58040,44179,49173,43352,44915,56226,58048,82461,84693,76439,88651,62775,72013,48738,55670,65264
SYNPCC7942_RS01300,13628,12059,13334,10707,10342,7272,7424,9673,10385,16827,17064,16796,17694,14767,18097,9135,10379,12738
SYNPCC7942_RS01305,7979,7146,7196,7263,6855,4892,5312,6516,7166,9564,10644,9916,10887,9641,10258,5534,7722,8522
SYNPCC7942_RS01310,3788,3172,3352,3150,3219,2231,2324,2586,3059,4925,5151,4849,5519,4736,5391,2422,3870,3892
SYNPCC7942_RS01315,1768,1270,1744,1863,1378,1117,1911,1620,2538,1862,2166,2167,2333,2447,2553,1613,2184,1626
SYNPCC7942_RS01320,9170,10527,9960,7988,8546,6556,8087,9035,11013,12049,11520,11450,8950,8024,7922,9489,5251,4264
SYNPCC7942_RS01325,357569,320793,335300,291539,299818,276532,294507,354838,361820,466203,480301,470839,489634,396116,419948,313631,361960,376624
SYNPCC7942_RS01330,1177,1040,1236,1026,878,668,728,1086,990,1767,1696,1448,1630,1306,1265,792,1174,1264
SYNPCC7942_RS01335,29446,27888,28527,23585,24227,20984,20457,28768,28003,37037,38023,35908,39259,30162,33673,21440,23764,25828
SYNPCC7942_RS01340,4166,3642,3921,3206,3358,2367,2596,3002,3514,6161,6422,5967,6040,5365,6054,3646,3866,3533
SYNPCC7942_RS01345,2987,2389,3168,2034,1806,1264,1468,1919,2314,3732,4294,3121,4256,3406,3498,1938,2518,2880
SYNPCC7942_RS01350,1532,1112,1248,1132,942,600,830,988,1058,1808,2240,1894,2111,2052,2016,1066,1750,1582
SYNPCC7942_RS01355,3655,2964,3373,2516,2749,1762,2260,2753,3090,5000,5452,4558,5765,5242,5763,2678,4289,3803
SYNPCC7942_RS13905,99759,68375,78814,111843,96668,121524,126048,108909,130883,83120,86133,96886,96133,73402,97154,76984,59479,60129
SYNPCC7942_RS01360,16263,10995,12874,17615,14068,11995,17801,14667,20296,17649,18506,18478,21594,15447,20391,14710,13439,14971
SYNPCC7942_RS01365,728,718,708,464,502,422,398,422,440,1294,1218,1106,1191,972,958,591,884,904
SYNPCC7942_RS01370,1920,1680,2230,1906,1502,1116,1474,1710,2090,3014,3670,2890,3867,3706,3690,1850,2976,3404
SYNPCC7942_RS01375,2936,3083,3246,1936,2174,1510,1330,1948,1998,3946,4328,3618,3706,3222,3626,2050,2542,2440
SYNPCC7942_RS01380,928,958,1006,608,662,468,478,662,564,1322,1422,1109,1036,972,854,502,696,768
SYNPCC7942_RS01385,1332,1378,1650,1148,1134,680,728,1075,1232,2085,2290,1658,1836,1896,1722,908,1219,1330
SYNPCC7942_RS01390,414,342,428,268,216,156,176,302,234,498,604,504,521,478,420,218,368,362
SYNPCC7942_RS01395,292,356,332,242,226,160,136,212,176,1074,964,968,972,731,862,462,514,604
SYNPCC7942_RS01400,930,800,873,656,572,495,506,676,574,1192,1122,970,1040,898,1096,586,848,901
SYNPCC7942_RS01405,7465,6432,8312,6594,6008,4575,4816,6331,7511,8647,9295,8485,7938,7861,8002,5502,6128,6540
SYNPCC7942_RS01410,3539,3392,3632,2760,2718,1830,1852,2650,2522,5054,5369,4913,5043,4764,5159,2542,3390,3268
SYNPCC7942_RS01415,3621,2634,2550,2852,2592,1888,1998,2211,2048,3932,4112,4605,4572,3296,4497,2172,2148,2606
SYNPCC7942_RS01420,6796,5420,5078,5565,4765,3382,3779,4073,3746,7642,8389,8744,7721,6820,7523,3524,4114,5024
SYNPCC7942_RS01425,1904,1594,1717,1729,1484,1124,1242,1516,1546,2388,2680,2229,2973,2502,2598,1234,2218,2304
SYNPCC7942_RS01430,8407,7185,7310,7009,7128,4689,5050,6229,6624,10944,12302,10405,10852,10565,11158,5486,9317,8334
SYNPCC7942_RS01435,30657,26307,30867,30369,29895,17604,20638,23450,32234,38617,44875,37803,42646,42308,44979,21869,38300,33419
SYNPCC7942_RS01440,960,868,922,726,734,512,578,764,650,1190,1368,1166,1190,956,1068,596,710,786
SYNPCC7942_RS01445,3206,3274,4071,2837,2549,1439,1728,2074,2782,4748,5108,4035,3482,3557,3180,2294,2723,2634
SYNPCC7942_RS01450,1709,1578,2322,1388,1308,743,800,1116,1016,2589,3122,2061,1800,1846,1362,1029,1470,1501
SYNPCC7942_RS01455,334,410,462,280,294,229,217,248,316,1469,1276,1230,1162,1036,1206,664,642,660
SYNPCC7942_RS13610,621,578,786,482,408,316,303,414,484,1003,1109,814,924,742,760,398,674,616
SYNPCC7942_RS01465,2618,2492,3072,1850,1902,1226,1196,1828,2023,3682,3932,3260,3380,3010,2908,1829,2264,1766
SYNPCC7942_RS01470,42948,39884,43465,34539,35563,27970,27876,35839,37475,54073,57547,50696,52549,46418,46588,30337,37894,41017
SYNPCC7942_RS01475,2392,2058,2410,2028,1825,1142,1312,1676,1796,2752,3250,2648,2908,2810,2764,1442,2282,2068
SYNPCC7942_RS01480,26,32,44,24,18,14,18,8,16,46,34,36,72,36,38,26,22,20
SYNPCC7942_RS01485,14814,15596,12105,8795,9685,10830,8276,10775,8713,19010,17437,20706,20368,13524,16470,11093,8340,9793
SYNPCC7942_RS01490,3667,3688,3145,2298,2214,1402,1474,1994,1803,4776,4913,4707,5289,3941,4461,2560,3076,3173
SYNPCC7942_RS01495,600,502,844,576,448,278,392,416,566,691,900,602,642,756,470,446,494,458
SYNPCC7942_RS01500,36330,38428,43216,29599,34514,23285,22928,32335,43772,36988,41431,34299,22887,26264,25028,33333,16205,11871
SYNPCC7942_RS01505,7180,7476,9529,6348,7754,6132,5512,7634,8337,9086,10641,8412,7536,7520,7048,6315,6328,5562
SYNPCC7942_RS01510,9417,8398,10306,8195,7862,5693,6447,8896,9046,12806,13357,11126,13507,11113,11624,7351,9607,10329
SYNPCC7942_RS01515,77124,72510,80029,76108,87302,70758,67703,94395,89433,99837,107561,88414,101808,90306,85144,74649,76624,74647
SYNPCC7942_RS01520,1306,908,1368,982,882,600,750,978,1184,1526,1764,1208,1662,1460,1394,704,1344,1192
SYNPCC7942_RS01525,2268,1726,2128,1694,1584,1250,1237,1548,1754,3078,3403,2911,3866,3171,3691,1908,2739,2505
SYNPCC7942_RS01530,10206,8178,11451,8275,7916,5486,5822,7935,9106,14366,15657,12260,15350,13680,12674,7438,11589,11246
SYNPCC7942_RS01535,19325,17523,16937,13635,14795,11223,12077,16720,16679,23217,23425,24505,26807,20469,25716,16381,17922,18136
SYNPCC7942_RS01540,6069,4836,4816,4114,3505,1954,2373,2975,2902,7668,8333,8241,7701,7407,7608,3749,4655,4600
SYNPCC7942_RS01545,1126,992,1014,812,630,478,526,626,582,1536,1512,1538,1678,1326,1468,662,1120,1112
SYNPCC7942_RS01550,32049,25687,26808,23740,21246,15861,18268,21122,22349,35196,38323,39257,35928,33108,36682,23205,20208,19589
SYNPCC7942_RS01555,8509,7411,7861,6868,6040,5574,5830,6745,7077,11126,10825,11265,11121,8789,9080,6135,6287,7357
SYNPCC7942_RS01560,4666,4075,4733,3586,3430,2460,2983,3358,4595,6255,5798,5578,6874,4835,6456,3996,3827,4422
SYNPCC7942_RS01565,12385,10139,11465,9490,8724,5955,7301,8961,9633,15365,16168,14803,15647,13165,14676,9898,10162,11374
SYNPCC7942_RS01570,20977,19583,19488,17042,17734,14404,15874,18562,22605,27923,28329,27709,25325,22248,27165,18234,17494,16582
SYNPCC7942_RS01575,42118,35765,39005,37079,36136,25306,31326,35126,49742,53254,56182,50761,51108,48564,57061,33304,39322,34301
SYNPCC7942_RS01580,1145,1124,1272,812,796,522,484,778,808,1513,1724,1500,1317,1317,1189,828,818,1136
SYNPCC7942_RS01585,2720,2342,2510,2172,1868,1346,1678,2020,2183,3167,3404,2774,3413,2777,2774,1608,2324,2395
SYNPCC7942_RS01590,8360,6853,7544,6939,5384,4155,4447,6188,5432,7220,7482,7367,6672,5097,5181,5037,3104,4435
SYNPCC7942_RS01595,5863,4772,5763,4397,4090,2996,3679,4612,5842,6905,7560,6756,8460,6733,7674,4814,5754,6544
SYNPCC7942_RS01600,988,796,1052,762,608,470,526,658,673,1192,1292,1010,966,876,894,532,706,804
SYNPCC7942_RS01605,19043,17139,20542,16104,14991,9802,11953,15804,16803,22465,25333,21917,20685,18748,19668,14739,13328,15938
SYNPCC7942_RS01610,1520,1610,1399,814,974,724,728,1434,980,1972,2214,1837,1725,1320,1318,1293,836,1314
SYNPCC7942_RS01615,3648,3386,3416,2698,2666,1924,2032,2738,2596,4894,5145,5274,5032,4456,4655,3087,3796,4282
SYNPCC7942_RS01620,2315,2614,2756,1726,1876,1042,1460,2320,1976,3431,3630,3259,3931,3662,3866,2526,2812,3038
SYNPCC7942_RS01625,1098,1088,1078,752,784,576,562,926,708,1188,1438,1114,1306,956,1104,638,758,994
SYNPCC7942_RS01630,1013,882,1248,704,866,426,500,780,784,1556,1584,1214,1282,1248,1113,686,848,946
SYNPCC7942_RS01635,26702,27402,28766,14685,17811,10247,12388,20904,19918,46098,45656,42446,35067,31372,32009,24795,20918,26126
SYNPCC7942_RS01640,9706,8532,9063,6373,7118,5084,5105,6784,7626,13071,13251,12209,14302,12000,14205,6976,10228,11053
SYNPCC7942_RS01645,12441,10096,11716,9098,8441,6497,8318,9941,11356,13971,15234,13232,16750,13212,15056,9015,11659,13671
SYNPCC7942_RS01650,8186,6749,7633,5328,5432,3508,3958,5507,5678,11023,11875,10347,10045,9835,9542,6482,6850,6780
SYNPCC7942_RS01655,13113,17857,16068,9525,11533,7985,7618,11512,13893,12437,14015,11520,7360,7802,7646,14038,5175,4487
SYNPCC7942_RS01660,104349,133776,133267,78552,96660,71825,70660,102568,142460,127543,129702,126580,81452,83374,93592,149594,52565,43801
SYNPCC7942_RS01665,99587,122402,135047,78781,91014,62885,66870,96520,131323,114259,119208,110439,75266,78526,77054,134346,47130,40484
SYNPCC7942_RS01670,136722,149588,152220,113722,126779,99418,104428,128271,174228,165978,171398,168475,126283,124013,146626,164434,82239,73013
SYNPCC7942_RS01675,1308,1350,1760,820,939,536,646,902,949,2358,2298,1918,1407,1687,1499,1376,934,882
SYNPCC7942_RS01680,49355,52839,69698,31856,40717,29335,24890,45143,45158,74465,74831,58643,54656,49579,40696,43399,38103,32416
SYNPCC7942_RS01685,115537,128364,153325,67278,100188,77073,64543,112771,147181,184128,170474,153386,162565,136511,157695,143323,104896,72778
SYNPCC7942_RS01690,37873,38820,51688,22020,28685,22060,17013,31723,32791,50830,52394,41960,40657,37284,32536,33073,27734,21847
SYNPCC7942_RS01695,14284,15260,19693,8985,11846,7657,7222,11697,13915,18985,19335,15189,15613,14043,12916,11983,10504,8027
SYNPCC7942_RS01700,9629,9679,13882,5845,7451,4436,4108,7219,7440,14236,14577,11439,10896,10414,9078,9050,8450,6177
SYNPCC7942_RS01705,16812,18343,22541,9970,13898,9327,7692,12942,15282,25586,23598,21714,21416,19516,23471,17109,15112,10159
SYNPCC7942_RS01710,51984,57666,70450,28978,38821,27185,20796,37688,34752,88860,88147,76230,69400,61876,57364,53361,47753,37500
SYNPCC7942_RS01715,15541,18533,22899,9303,12331,8802,6426,10586,11675,24957,24274,19835,17090,16091,14962,14117,11765,7709
SYNPCC7942_RS01720,1948,1764,1836,1575,1549,1211,1412,1670,1562,4107,4143,4163,3424,3114,3722,2434,2524,2512
SYNPCC7942_RS01725,548,574,566,440,408,279,258,366,394,538,626,444,364,350,421,240,266,310
SYNPCC7942_RS01730,1734,1470,1979,1410,1282,732,876,1278,1262,2357,2706,2106,2303,2120,2050,1192,1696,1508
SYNPCC7942_RS01735,982,839,1086,820,698,562,606,856,572,1276,1516,1082,1302,1060,830,620,946,1392
SYNPCC7942_RS01740,1766,1514,1784,1408,1360,1014,1191,1390,1354,2684,2744,2275,3101,2189,2396,1166,2176,2350
SYNPCC7942_RS01745,16640,12008,11506,8401,8784,7169,7302,9525,7332,22639,20224,22336,28132,17858,24482,10870,12522,14270
SYNPCC7942_RS01750,14882,13561,13308,9502,10406,6485,7063,9528,11438,23930,24774,22768,22495,19294,22199,13579,15396,15200
SYNPCC7942_RS01755,12339,9467,12874,11851,10457,6839,8861,10010,14809,15178,17908,14239,17924,19450,20002,9653,17728,15697
SYNPCC7942_RS01760,968,804,1011,846,822,486,664,814,930,1325,1318,1052,1336,1304,1202,662,968,1046
SYNPCC7942_RS01765,6540,4824,6442,5391,4752,3988,4780,6176,8327,6490,6838,6308,9005,7000,8278,5361,7159,7853
SYNPCC7942_RS14135,15759,13523,16960,16144,14598,11266,12517,15075,17211,41828,40365,34414,39120,33132,28931,20758,29945,27501
SYNPCC7942_RS01770,20780,16001,20766,15872,14934,9548,9951,12839,17945,33493,34001,29818,32397,29184,27661,14342,20472,16944
SYNPCC7942_RS01775,6416,5513,7011,4445,4342,2945,3458,4611,5894,7333,8028,7171,7684,6277,6416,5337,4460,4569
SYNPCC7942_RS01780,1956,1581,1938,1350,1174,682,878,1226,1028,2552,2972,2402,2804,2678,2358,1207,1926,1796
SYNPCC7942_RS01785,2462,2137,2708,1351,1432,1000,802,1365,1330,4423,4338,3396,3672,3596,3078,1744,2393,2104
SYNPCC7942_RS01790,5163,4133,4886,4845,4067,2710,3478,4393,4992,5505,6583,5245,6162,6257,5398,3680,5581,5336
SYNPCC7942_RS01795,1636,1364,1695,1202,1192,832,796,1124,1112,2319,2584,2198,2142,2134,2102,1174,1566,1466
SYNPCC7942_RS13910,1024,835,984,495,531,484,372,548,446,1168,1054,1076,907,784,828,530,454,578
SYNPCC7942_RS01800,3066,2704,3402,2288,2322,1586,1586,1884,2746,4301,4308,3058,4235,3618,3692,1886,2863,3006
SYNPCC7942_RS01805,8274,7805,9173,7112,7481,6960,5867,8166,7682,10468,11139,9292,11283,8001,9145,5802,6135,6963
SYNPCC7942_RS01810,3315,3703,3694,2956,3031,2546,2346,3123,2426,4079,4404,4538,3682,3076,3339,2580,2356,2784
SYNPCC7942_RS01820,5341,4462,5590,3858,3929,2832,2574,3596,4005,7729,8644,6439,6741,6714,6287,3683,4966,4422
SYNPCC7942_RS01825,802,712,1120,728,646,454,504,734,922,1050,1168,808,1004,1082,936,522,794,738
SYNPCC7942_RS01830,2348,1960,2531,1974,2046,1590,1638,2104,2216,3860,4360,3383,4173,3970,3635,2359,3354,2806
SYNPCC7942_RS01835,9252,8654,9505,7346,8033,6144,5633,8548,8009,13267,13659,12096,14957,11498,12683,8060,10375,11809
SYNPCC7942_RS01840,28977,28903,32272,22794,25608,17523,22176,28799,33376,41903,42085,37119,43732,39225,43096,29129,31554,29191
SYNPCC7942_RS01845,1931,1911,2624,1425,1662,991,1057,1638,1522,2597,2807,1926,2038,2210,1977,1588,1764,1501
SYNPCC7942_RS01850,608,540,629,396,474,242,332,416,366,778,806,636,762,741,660,423,504,526
SYNPCC7942_RS01855,5637,4514,5183,4552,4974,4158,4121,5116,5205,8756,8672,7105,11416,8859,9349,3665,8048,7551
SYNPCC7942_RS01860,10564,10248,10973,6798,5880,4086,5240,6334,7702,15479,16957,16647,20120,12473,15221,10495,10403,13043
SYNPCC7942_RS13915,718,620,676,460,410,276,258,376,464,893,951,820,982,830,740,494,640,695
SYNPCC7942_RS01865,5729,4029,5146,4244,3778,3066,3466,4276,4334,7239,7559,6446,7499,6695,6440,3444,5220,5051
SYNPCC7942_RS01870,2285,1994,2500,1418,1608,866,950,1228,1344,3109,3477,2863,2844,2824,2515,1372,2238,1882
SYNPCC7942_RS01875,1246,1036,1204,1058,878,562,832,826,1078,1691,1850,1422,1897,1750,1632,862,1464,1130
SYNPCC7942_RS01880,15418,11590,11738,8442,6107,3908,5156,5662,6376,16639,18571,20014,13830,14814,16001,10873,7282,6053
SYNPCC7942_RS01885,19252,15623,17522,12321,12150,7936,8849,11253,13486,24756,25166,25756,24742,21718,25393,16040,13605,12253
SYNPCC7942_RS01890,4785,3722,4358,4166,3629,3014,3443,3846,4290,6118,5946,5808,6398,5210,5808,3420,4053,4056
SYNPCC7942_RS13670,1708,1366,1622,1440,1236,938,1446,1356,1822,2049,1976,1782,2078,1624,1878,1212,1528,1456
SYNPCC7942_RS01900,2716,2102,2506,2550,2094,1470,2127,2212,2760,3899,3810,3594,4985,4592,5138,1990,4411,3923
SYNPCC7942_RS01905,3664,2432,2661,2837,2359,2109,3021,3058,3723,4415,4272,4655,6534,5112,6604,2936,4996,5077
SYNPCC7942_RS01910,2244,2650,3604,1574,1994,1478,1290,2198,2521,3796,4058,2804,3432,2794,2994,2078,2370,2262
SYNPCC7942_RS01915,2404,2611,3462,1896,2308,1418,1316,2060,2434,4146,4146,3142,3591,3212,3124,2034,2682,2478
SYNPCC7942_RS01920,2293,1961,2322,1958,1859,1780,1641,2521,1693,2194,2467,2128,2485,1999,1953,1197,1648,2326
SYNPCC7942_RS01925,6758,5392,6186,5795,5042,3335,3992,5742,5100,7509,8852,7029,8195,7388,6473,4074,5086,5046
SYNPCC7942_RS01930,6066,5621,6903,5050,4697,3236,4023,5370,6705,7633,7761,6863,8098,7191,7695,5302,6177,6459
SYNPCC7942_RS01935,6359,6127,6988,4646,4722,3053,3262,4731,5256,9493,9971,8742,8898,9002,8258,4911,6513,6161
SYNPCC7942_RS01940,996,888,926,589,626,386,379,578,510,1756,1677,1628,1688,1342,1568,808,886,1005
SYNPCC7942_RS01945,7117,6854,7541,4169,4810,2802,3065,5235,4326,9960,9471,8469,8547,6619,5929,5240,4476,5083
SYNPCC7942_RS01950,18581,19447,20402,10129,13853,9323,8994,14624,14176,32254,28095,29773,27409,22470,27296,19378,13152,12118
SYNPCC7942_RS01955,10165,8181,10110,7560,6824,4656,5843,7309,8700,12972,13244,14561,11436,10225,12590,8959,6138,5976
SYNPCC7942_RS01960,1652,1450,1312,1191,1320,1176,1090,1334,1160,2219,2148,2256,2054,1770,2244,1004,1244,1384
SYNPCC7942_RS01965,30559,27658,36858,18062,20102,12739,11464,16130,21939,45258,51313,41472,34660,35786,33888,24248,25964,20227
SYNPCC7942_RS01970,8218,6682,8156,5882,5944,3936,3912,5925,5518,11133,12751,10195,11787,10088,10670,5623,8142,9200
SYNPCC7942_RS01975,1866,1574,1831,1248,1236,802,922,1350,1320,2453,2472,1988,2328,1984,1954,1226,1570,1790
SYNPCC7942_RS01980,2054,1788,2478,2156,2048,1430,1392,1840,2608,2872,3467,2469,3192,3106,3196,1798,2853,2398
SYNPCC7942_RS01985,1510,1392,1562,1184,1188,748,936,1190,1498,2033,2141,1787,1985,1980,2138,1094,1486,1180
SYNPCC7942_RS01990,7454,5807,6486,3545,4080,2592,2158,4145,3546,11389,10511,9231,11903,9493,9305,4668,7367,7936
SYNPCC7942_RS01995,38432,35447,36664,26373,27597,18979,18884,24521,29550,53059,52320,55899,52738,41430,52974,32258,25482,24435
SYNPCC7942_RS02000,1734,1468,1662,1480,1258,782,1003,1286,1648,2376,2638,2260,2424,2672,2521,1368,1948,1382
SYNPCC7942_RS02005,464,518,586,360,390,232,258,356,356,640,770,670,580,570,582,372,396,416
SYNPCC7942_RS02010,6133,4828,5846,4762,4549,2958,3321,4463,4523,7868,8053,8010,8034,6743,7428,4470,4504,4592
SYNPCC7942_RS02015,14307,11129,16325,12428,11236,7198,8708,11780,14998,17253,20658,15439,21971,17457,17582,11322,16690,18301
SYNPCC7942_RS02020,8878,7539,8481,7160,6935,5608,6855,7884,8416,10484,11220,10592,11727,8959,10968,7110,7533,8430
